[21:05:12.791] Worker-2 | EventoID=0 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0F Payload[1]=64 Payload[2]=71
[21:11:11.128] Worker-0 | EventoID=768 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=21 Payload[1]=51 Payload[2]=00
[21:11:11.347] Worker-0 | EventoID=769 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=38 Payload[1]=5B Payload[2]=06
[21:11:11.550] Worker-0 | EventoID=1150 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1F Payload[1]=5B Payload[2]=2C
[21:11:11.580] Worker-3 | EventoID=770 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=35 Payload[1]=65 Payload[2]=01
[21:11:11.985] Worker-0 | EventoID=771 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2E Payload[1]=58 Payload[2]=06
[21:11:12.016] Worker-3 | EventoID=1151 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=25 Payload[1]=37 Payload[2]=26
[21:11:12.294] Worker-0 | EventoID=1152 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=31 Payload[1]=8F Payload[2]=63
[21:11:12.310] Worker-3 | EventoID=772 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3C Payload[1]=2D Payload[2]=01
[21:11:12.681] Worker-1 | EventoID=773 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2B Payload[1]=74 Payload[2]=06
[21:11:12.697] Worker-2 | EventoID=1153 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B0 Payload[1]=70 Payload[2]=4C
[21:11:13.023] Worker-2 | EventoID=774 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1B Payload[1]=71 Payload[2]=09
[21:11:13.084] Worker-1 | EventoID=1154 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=4C Payload[1]=BA Payload[2]=2C
[21:11:13.331] Worker-0 | EventoID=1155 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=6B Payload[1]=44 Payload[2]=53
[21:11:13.331] Worker-2 | EventoID=775 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=41 Payload[1]=31 Payload[2]=09
[21:11:13.518] Worker-1 | EventoID=776 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=26 Payload[2]=09
[21:11:13.548] Worker-2 | EventoID=1156 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=2F Payload[1]=7C Payload[2]=4E
[21:11:14.013] Worker-3 | EventoID=777 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=24 Payload[1]=6C Payload[2]=04
[21:11:14.013] Worker-1 | EventoID=1157 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=01 Payload[1]=7B Payload[2]=34
[21:11:14.262] Worker-2 | EventoID=778 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=42 Payload[1]=6C Payload[2]=05
[21:11:14.509] Worker-0 | EventoID=1158 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=33 Payload[1]=52 Payload[2]=4C
[21:11:14.525] Worker-1 | EventoID=779 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=28 Payload[1]=4D Payload[2]=08
[21:11:14.650] Worker-3 | EventoID=780 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=37 Payload[1]=14 Payload[2]=02
[21:11:14.743] Worker-1 | EventoID=1159 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E8 Payload[1]=DE Payload[2]=5D
[21:11:15.146] Worker-0 | EventoID=1160 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=64 Payload[1]=74 Payload[2]=5A
[21:11:15.162] Worker-1 | EventoID=781 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=29 Payload[1]=27 Payload[2]=06
[21:11:15.538] Worker-2 | EventoID=782 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=46 Payload[1]=1C Payload[2]=08
[21:11:15.553] Worker-0 | EventoID=1161 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E2 Payload[1]=4F Payload[2]=25
[21:11:15.740] Worker-3 | EventoID=1162 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=95 Payload[1]=69 Payload[2]=66
[21:11:15.756] Worker-2 | EventoID=783 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=36 Payload[1]=72 Payload[2]=09
[21:11:16.110] Worker-1 | EventoID=1163 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F8 Payload[1]=D8 Payload[2]=4B
[21:11:16.141] Worker-3 | EventoID=784 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3F Payload[1]=33 Payload[2]=07
[21:11:16.435] Worker-1 | EventoID=785 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=36 Payload[1]=4F Payload[2]=06
[21:11:16.451] Worker-3 | EventoID=1164 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=19 Payload[1]=B8 Payload[2]=3E
[21:11:16.900] Worker-0 | EventoID=786 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=1C Payload[2]=09
[21:11:16.900] Worker-2 | EventoID=1165 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=14 Payload[1]=E1 Payload[2]=76
[21:11:17.040] Worker-1 | EventoID=1166 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0C Payload[1]=80 Payload[2]=36
[21:11:17.334] Worker-0 | EventoID=787 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2F Payload[1]=6D Payload[2]=01
[21:11:17.411] Worker-3 | EventoID=1167 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A6 Payload[1]=58 Payload[2]=4A
[21:11:17.833] Worker-3 | EventoID=788 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=24 Payload[1]=1C Payload[2]=00
[21:11:17.849] Worker-0 | EventoID=1168 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0E Payload[1]=B9 Payload[2]=16
[21:11:18.018] Worker-1 | EventoID=1169 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F9 Payload[1]=7C Payload[2]=30
[21:11:18.158] Worker-3 | EventoID=1170 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=16 Payload[1]=E6 Payload[2]=3D
[21:11:18.251] Worker-3 | EventoID=789 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=24 Payload[1]=34 Payload[2]=00
[21:11:18.483] Worker-0 | EventoID=790 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=34 Payload[2]=03
[21:11:18.610] Worker-2 | EventoID=1171 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=60 Payload[1]=C0 Payload[2]=3F
[21:11:18.674] Worker-1 | EventoID=791 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=20 Payload[1]=77 Payload[2]=00
[21:11:18.969] Worker-1 | EventoID=1172 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=9B Payload[1]=96 Payload[2]=3E
[21:11:19.157] Worker-2 | EventoID=792 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1F Payload[1]=47 Payload[2]=04
[21:11:19.325] Worker-3 | EventoID=1173 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=65 Payload[1]=88 Payload[2]=33
[21:11:19.525] Worker-3 | EventoID=793 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=31 Payload[1]=38 Payload[2]=05
[21:11:19.556] Worker-0 | EventoID=1174 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D2 Payload[1]=9D Payload[2]=48
[21:11:19.664] Worker-0 | EventoID=794 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=4A Payload[1]=66 Payload[2]=02
[21:11:19.788] Worker-2 | EventoID=1175 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A7 Payload[1]=45 Payload[2]=28
[21:11:19.834] Worker-1 | EventoID=795 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=35 Payload[1]=70 Payload[2]=04
[21:11:19.989] Worker-0 | EventoID=1176 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=97 Payload[1]=44 Payload[2]=27
[21:11:20.113] Worker-2 | EventoID=796 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=21 Payload[1]=26 Payload[2]=02
[21:11:20.207] Worker-2 | EventoID=1177 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=79 Payload[1]=EA Payload[2]=18
[21:11:20.223] Worker-1 | EventoID=797 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=47 Payload[1]=6C Payload[2]=07
[21:11:20.392] Worker-0 | EventoID=798 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=22 Payload[1]=6A Payload[2]=00
[21:11:20.637] Worker-2 | EventoID=1178 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=C4 Payload[1]=83 Payload[2]=5B
[21:11:20.652] Worker-1 | EventoID=799 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=35 Payload[1]=23 Payload[2]=01
[21:11:20.762] Worker-1 | EventoID=1179 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0B Payload[1]=E0 Payload[2]=3B
[21:11:21.133] Worker-0 | EventoID=1180 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=38 Payload[1]=5E Payload[2]=4F
[21:11:21.148] Worker-3 | EventoID=800 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=43 Payload[1]=25 Payload[2]=02
[21:11:21.269] Worker-2 | EventoID=801 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2B Payload[1]=50 Payload[2]=08
[21:11:21.407] Worker-1 | EventoID=1181 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=2C Payload[1]=53 Payload[2]=52
[21:11:21.562] Worker-0 | EventoID=1182 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=20 Payload[1]=95 Payload[2]=37
[21:11:21.592] Worker-2 | EventoID=802 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=36 Payload[1]=40 Payload[2]=06
[21:11:21.966] Worker-0 | EventoID=1183 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D7 Payload[1]=73 Payload[2]=6C
[21:11:22.013] Worker-3 | EventoID=803 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1C Payload[1]=1B Payload[2]=08
[21:11:22.106] Worker-3 | EventoID=1184 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FC Payload[1]=8D Payload[2]=16
[21:11:22.203] Worker-3 | EventoID=804 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=36 Payload[1]=1F Payload[2]=09
[21:11:22.278] Worker-1 | EventoID=1185 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=AB Payload[1]=65 Payload[2]=59
[21:11:22.602] Worker-1 | EventoID=1186 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=84 Payload[1]=CF Payload[2]=38
[21:11:22.632] Worker-3 | EventoID=805 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1F Payload[1]=43 Payload[2]=00
[21:11:22.756] Worker-2 | EventoID=1187 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=89 Payload[1]=E6 Payload[2]=20
[21:11:22.991] Worker-1 | EventoID=1188 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=48 Payload[1]=F9 Payload[2]=74
[21:11:23.068] Worker-3 | EventoID=806 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=28 Payload[1]=2D Payload[2]=01
[21:11:23.408] Worker-2 | EventoID=807 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=40 Payload[1]=36 Payload[2]=07
[21:11:23.486] Worker-0 | EventoID=1189 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=63 Payload[1]=C3 Payload[2]=24
[21:11:23.641] Worker-1 | EventoID=808 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2C Payload[1]=4C Payload[2]=08
[21:11:23.843] Worker-2 | EventoID=1190 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=06 Payload[1]=56 Payload[2]=77
[21:11:23.889] Worker-0 | EventoID=809 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=49 Payload[1]=3A Payload[2]=02
[21:11:24.154] Worker-3 | EventoID=1191 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=85 Payload[1]=83 Payload[2]=2A
[21:11:24.279] Worker-2 | EventoID=810 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2A Payload[1]=1C Payload[2]=07
[21:11:24.386] Worker-2 | EventoID=1192 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D0 Payload[1]=71 Payload[2]=31
[21:11:24.666] Worker-3 | EventoID=811 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=49 Payload[1]=70 Payload[2]=05
[21:11:24.681] Worker-2 | EventoID=1193 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=DB Payload[1]=D1 Payload[2]=39
[21:11:24.914] Worker-1 | EventoID=812 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=31 Payload[1]=4B Payload[2]=08
[21:11:24.961] Worker-0 | EventoID=1194 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F1 Payload[1]=99 Payload[2]=47
[21:11:25.304] Worker-3 | EventoID=1195 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=89 Payload[1]=6F Payload[2]=2E
[21:11:25.383] Worker-0 | EventoID=813 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=25 Payload[1]=35 Payload[2]=09
[21:11:25.583] Worker-3 | EventoID=814 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=20 Payload[1]=6F Payload[2]=00
[21:11:25.722] Worker-0 | EventoID=815 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=31 Payload[1]=1E Payload[2]=08
[21:11:25.769] Worker-2 | EventoID=1196 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B7 Payload[1]=47 Payload[2]=1A
[21:11:25.908] Worker-3 | EventoID=816 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=28 Payload[1]=36 Payload[2]=05
[21:11:25.954] Worker-2 | EventoID=1197 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=48 Payload[1]=B4 Payload[2]=43
[21:11:26.248] Worker-0 | EventoID=817 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2C Payload[1]=42 Payload[2]=02
[21:11:26.340] Worker-3 | EventoID=1198 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=4A Payload[1]=C5 Payload[2]=26
[21:11:26.356] Worker-0 | EventoID=818 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=39 Payload[1]=70 Payload[2]=05
[21:11:26.774] Worker-1 | EventoID=819 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=36 Payload[1]=28 Payload[2]=06
[21:11:26.821] Worker-2 | EventoID=1199 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=24 Payload[1]=8A Payload[2]=1C
[21:11:26.897] Worker-0 | EventoID=820 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=40 Payload[1]=24 Payload[2]=01
[21:11:27.008] Worker-0 | EventoID=821 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=22 Payload[1]=1A Payload[2]=04
[21:11:27.167] Worker-3 | EventoID=1200 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=76 Payload[1]=38 Payload[2]=2A
[21:11:27.307] Worker-1 | EventoID=822 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1E Payload[1]=74 Payload[2]=01
[21:11:27.355] Worker-2 | EventoID=1201 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=DB Payload[1]=32 Payload[2]=2F
[21:11:27.530] Worker-1 | EventoID=823 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2D Payload[1]=1B Payload[2]=08
[21:11:27.688] Worker-2 | EventoID=824 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=19 Payload[1]=46 Payload[2]=06
[21:11:27.736] Worker-1 | EventoID=1202 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D7 Payload[1]=F9 Payload[2]=4B
[21:11:27.878] Worker-0 | EventoID=1203 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E3 Payload[1]=98 Payload[2]=16
[21:11:28.127] Worker-2 | EventoID=825 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1B Payload[1]=2D Payload[2]=02
[21:11:28.204] Worker-0 | EventoID=1204 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=42 Payload[1]=42 Payload[2]=31
[21:11:28.390] Worker-1 | EventoID=1205 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=5E Payload[1]=9D Payload[2]=67
[21:11:28.576] Worker-3 | EventoID=826 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=31 Payload[1]=51 Payload[2]=09
[21:11:28.763] Worker-2 | EventoID=1206 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=22 Payload[1]=A2 Payload[2]=1D
[21:11:28.917] Worker-1 | EventoID=827 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1C Payload[1]=1F Payload[2]=02
[21:11:29.009] Worker-3 | EventoID=1207 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=4C Payload[1]=A1 Payload[2]=19
[21:11:29.042] Worker-0 | EventoID=828 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=49 Payload[1]=28 Payload[2]=04
[21:11:29.260] Worker-0 | EventoID=1208 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=29 Payload[1]=E6 Payload[2]=38
[21:11:29.431] Worker-3 | EventoID=829 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3C Payload[1]=56 Payload[2]=06
[21:11:29.447] Worker-1 | EventoID=1209 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FF Payload[1]=AD Payload[2]=2B
[21:11:29.761] Worker-3 | EventoID=830 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=49 Payload[1]=5A Payload[2]=07
[21:11:29.838] Worker-2 | EventoID=1210 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=7A Payload[1]=DF Payload[2]=17
[21:11:30.007] Worker-0 | EventoID=831 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2D Payload[1]=50 Payload[2]=03
[21:11:30.271] Worker-2 | EventoID=832 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=31 Payload[1]=42 Payload[2]=03
[21:11:30.326] Worker-1 | EventoID=1211 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0F Payload[1]=96 Payload[2]=5D
[21:11:30.523] Worker-3 | EventoID=1212 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=3D Payload[1]=70 Payload[2]=75
[21:11:30.617] Worker-2 | EventoID=833 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3E Payload[1]=1B Payload[2]=08
[21:11:30.757] Worker-1 | EventoID=1213 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=6B Payload[1]=AC Payload[2]=30
[21:11:31.023] Worker-2 | EventoID=1214 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=7B Payload[1]=97 Payload[2]=66
[21:11:31.038] Worker-3 | EventoID=834 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=33 Payload[1]=5D Payload[2]=02
[21:11:31.207] Worker-0 | EventoID=835 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1C Payload[1]=30 Payload[2]=07
[21:11:31.300] Worker-1 | EventoID=1215 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=BA Payload[1]=75 Payload[2]=5B
[21:11:31.454] Worker-2 | EventoID=836 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=35 Payload[1]=4E Payload[2]=01
[21:11:31.579] Worker-3 | EventoID=1216 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F4 Payload[1]=8D Payload[2]=64
[21:11:31.841] Worker-1 | EventoID=837 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=49 Payload[1]=26 Payload[2]=05
[21:11:31.886] Worker-2 | EventoID=1217 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=DF Payload[1]=B6 Payload[2]=23
[21:11:32.120] Worker-3 | EventoID=1218 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=90 Payload[1]=BA Payload[2]=2E
[21:11:32.182] Worker-0 | EventoID=838 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=21 Payload[1]=1B Payload[2]=05
[21:11:32.243] Worker-1 | EventoID=1219 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=EC Payload[1]=47 Payload[2]=5B
[21:11:32.494] Worker-0 | EventoID=839 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=49 Payload[1]=44 Payload[2]=01
[21:11:32.558] Worker-3 | EventoID=1220 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=4F Payload[1]=7D Payload[2]=2E
[21:11:32.713] Worker-0 | EventoID=840 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=37 Payload[1]=4D Payload[2]=07
[21:11:32.869] Worker-2 | EventoID=1221 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FB Payload[1]=B8 Payload[2]=32
[21:11:33.058] Worker-2 | EventoID=841 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2C Payload[1]=5F Payload[2]=09
[21:11:33.120] Worker-1 | EventoID=1222 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F5 Payload[1]=75 Payload[2]=45
[21:11:33.382] Worker-2 | EventoID=842 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=21 Payload[1]=2C Payload[2]=03
[21:11:33.489] Worker-2 | EventoID=1223 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=8C Payload[1]=BF Payload[2]=66
[21:11:33.738] Worker-3 | EventoID=1224 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=7A Payload[1]=E1 Payload[2]=21
[21:11:33.861] Worker-1 | EventoID=843 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=22 Payload[1]=2A Payload[2]=02
[21:11:34.125] Worker-0 | EventoID=844 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=33 Payload[1]=5A Payload[2]=05
[21:11:34.157] Worker-3 | EventoID=1225 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=99 Payload[1]=BF Payload[2]=75
[21:11:34.296] Worker-1 | EventoID=845 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=20 Payload[1]=18 Payload[2]=05
[21:11:34.530] Worker-0 | EventoID=846 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=20 Payload[1]=76 Payload[2]=02
[21:11:34.592] Worker-3 | EventoID=1226 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=42 Payload[1]=A2 Payload[2]=40
[21:11:34.948] Worker-1 | EventoID=1227 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=BB Payload[1]=EE Payload[2]=42
[21:11:34.979] Worker-2 | EventoID=847 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2B Payload[1]=43 Payload[2]=01
[21:11:35.118] Worker-1 | EventoID=1228 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B4 Payload[1]=37 Payload[2]=28
[21:11:35.118] Worker-3 | EventoID=848 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1D Payload[1]=42 Payload[2]=04
[21:11:35.226] Worker-1 | EventoID=1229 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=DC Payload[1]=C5 Payload[2]=14
[21:11:35.319] Worker-3 | EventoID=849 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1E Payload[1]=3F Payload[2]=05
[21:11:35.489] Worker-0 | EventoID=1230 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=25 Payload[1]=C7 Payload[2]=43
[21:11:35.737] Worker-2 | EventoID=850 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=43 Payload[1]=5E Payload[2]=01
[21:11:35.908] Worker-0 | EventoID=1231 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=06 Payload[1]=95 Payload[2]=1F
[21:11:36.078] Worker-3 | EventoID=851 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=48 Payload[1]=54 Payload[2]=09
[21:11:36.140] Worker-2 | EventoID=1232 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=70 Payload[1]=5B Payload[2]=29
[21:11:36.404] Worker-3 | EventoID=852 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=3D Payload[2]=07
[21:11:36.496] Worker-3 | EventoID=1233 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0C Payload[1]=68 Payload[2]=6B
[21:11:36.682] Worker-2 | EventoID=1234 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=6F Payload[1]=96 Payload[2]=2B
